OTU	T1	T2	T4	Genus-species	acc	id%	Trophic	occurrence	readnumber	B-Surf-20	B-Surf-5	B-Surf-0.2	C-Surf-20	C-Surf-5	C-Surf-0.2	M-DCM-5	M-DCM-0.2	A-Surf-20	C-DCM-20	C-DCM-5	C-DCM-0.2	D-15m-20	D-15m-5	D-15m-0.2	D-50m-20	D-50m-5	D-50m-0.2	E-Surf-20	E-Surf-5	E-Surf-0.2	E-DCM-20	E-DCM-5	E-DCM-0.2	G-Surf-20	G-Surf-5	G-Surf-0.2	G-DCM-20	G-DCM-5	G-DCM-0.2	H-Surf-20	A-Surf-0.2	H-Surf-0.2	H-DCM-20	H-DCM-5	H-DCM-0.2	I-Surf-20	I-Surf-5	I-Surf-0.2	I-15m-20	I-15m-5	I-15m-0.2	J-Surf-20	J-Surf-5	J-Surf-0.2	J-DCM-20	J-DCM-5	J-DCM-0.2	K-Surf-20	K-Surf-5	K-Surf-0.2	K-DCM-20	K-DCM-5	K-DCM-0.2	L-Surf-20	L-Surf-5	L-Surf-0.2	L-DCM-20	L-DCM-5	L-DCM-0.2	M-Surf-20	M-Surf-5	M-Surf-0.2	M-DCM-20	O-DCM-20	O-DCM-0.2	O-Bucket-5	P-Surf-20	P-DCM-20	P-DCM-5	P-DCM-0.2	Q-Surf-20	Q-Surf-0.2	Q-DCM-0.2	Q-Bucket-20	Q-Bucket-5	Q-Bucket-0.2	R-Surf-0.2	A-DCM-20	A-DCM-0.2	O-Surf-20	O-Surf-5	O-Surf-0.2	O-DCM-5	O-Bucket-20	O-Bucket-0.2	P-Surf-5	P-Surf-0.2	Q-Surf-5	Q-DCM-20	Q-DCM-5	R-Surf-20	R-Surf-5	R-16m-20	R-16m-5	R-16m-0.2
OTU1393	Sar	Stramenopiles	Bacillariophyta	Plagiogrammopsis-vanheurckii	MF001994	96	Phototroph	26	126	0	0	0	1	0	0	0	0	4	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	5	0	0	1	0	0	9	5	0	15	0	0	6	0	0	10	0	0	5	21	0	0	2	1	0	0	1	0	0	0	0	0	0	14	0	4	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0
OTU1394	Sar	Stramenopiles	Bacillariophyta	Conticribra-guillardii	KY980193	96	Phototroph	16	45	3	0	0	8	0	0	0	0	4	3	0	0	2	0	0	2	0	0	3	0	0	7	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0
OTU1395	Sar	Stramenopiles	Bacillariophyta	Fragilariopsis-kerguelensis	LR782263	97	Phototroph	31	145	2	0	0	2	0	0	0	0	7	3	0	0	1	0	0	7	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	3	0	0	2	0	0	9	0	0	5	0	0	19	0	0	13	4	0	5	0	0	12	0	0	3	0	0	2	6	0	0	7	1	0	0	2	0	0	0	0	0	0	1	0	10	0	0	0	3	0	0	0	0	8	0	1	0	0	0	0
OTU1397	Sar	Stramenopiles	Bacillariophyta	Shionodiscus-ritscheri	DQ514891	96	Phototroph	15	81	8	0	0	17	0	0	0	0	1	9	0	0	15	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	5	0	7	0	5	0	0
OTU140	Sar	Stramenopiles	Bacillariophyta	Porosira-pseudodenticulata	DQ514848	96	Phototroph	26	748	131	0	0	6	0	0	0	0	30	47	0	0	13	0	0	83	0	0	2	0	0	5	0	0	5	0	0	3	0	0	130	0	0	201	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	30	0	0	0	9	0	0	4	0	0	0	14	0	4	0	0	0	6	0	0	0	0	14	0	1	0	0	0	0
OTU1404	Sar	Stramenopiles	Bolidophyceae	Triparma-aff.-verrucosa-ALdS-2015	KR998403	91	Phototroph	21	76	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	6	0	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	15	0	0	0	1	13	0	0	1	0	0	0	0	0	0	0	0	8	0	0	9	0	1	0	0	0	0	0	0	0	0
OTU141	Sar	Stramenopiles	Bacillariophyta	Entomoneis-ornata	KX120693	98	Phototroph	29	1252	30	0	0	11	0	0	0	0	1	7	0	0	10	0	0	6	0	0	6	0	0	8	0	1	0	0	0	0	0	0	11	0	0	3	0	0	7	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	4	0	7	0	0	1	0	0	0	0	0	0	30	0	0	490	6	0	0	284	0	0	144	0	0	0	2	0	43	0	0	0	47	0	0	0	0	69	0	3	0	9	0	1
OTU1416	Sar	Stramenopiles	Bacillariophyta	Conticribra-guillardii	KY980193	97	Phototroph	22	69	19	0	0	1	0	0	0	0	1	4	0	0	7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	7	1	1	0	0
OTU1417	Sar	Stramenopiles	Bacillariophyta	Conticribra-guillardii	KY980193	97	Phototroph	18	181	73	0	0	7	0	0	0	0	2	28	0	0	19	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	22	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	2	0	2	0	0
OTU1418	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	95	Phototroph	22	60	6	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	17	0	0	0	2	0	0	7	0	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	1	0	1	0	0
OTU1419	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	96	Phototroph	18	65	2	0	0	2	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	2	0	0	22	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	9	0	1	0	1	0	0
OTU142	Sar	Stramenopiles	Pelagophyceae	Pelagomonas-calceolata	EF455763	97	Phototroph	56	3805	1	113	341	0	21	92	1	8	0	0	96	396	0	18	168	0	36	322	0	69	266	0	69	309	0	22	146	0	0	195	0	41	9	0	10	37	0	24	125	0	17	142	0	1	1	0	1	0	0	0	1	0	0	2	0	0	3	0	0	1	0	1	9	0	0	65	17	0	0	22	18	0	19	30	1	2	5	1	0	30	0	65	173	69	1	78	8	29	0	0	58	0	0	0	0	0
OTU1420	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	96	Phototroph	17	142	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	2	0	0	2	0	0	0	0	0	0	4	0	0	88	0	0	0	16	0	0	8	0	0	0	0	0	3	0	0	0	4	0	0	0	0	3	0	0	0	2	0	0
OTU1421	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	95	Phototroph	24	99	7	0	0	2	0	0	0	0	0	12	0	0	7	0	0	2	0	0	0	0	0	3	0	0	0	0	0	6	0	0	5	0	0	4	0	0	5	0	0	2	0	0	3	0	0	0	0	0	3	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	8	6	0	0	3	0	0	1	0	0	0	3	0	2	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0
OTU1425	Sar	Stramenopiles	Bacillariophyta	Thalassiosira-sp.-SMS61	MT489374	99	Phototroph	14	109	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32	0	0	29	0	0	3	0	0	7	0	0	9	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	5	0
OTU1426	Sar	Stramenopiles	Bolidophyceae	Triparma-aff.-verrucosa-ALdS-2015	KR998403	97	Phototroph	32	199	0	0	0	0	1	3	2	0	0	0	6	1	0	0	1	0	0	4	0	3	1	0	1	1	0	1	0	0	2	4	0	1	0	0	0	0	0	21	1	0	14	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	0	3	0	0	3	0	0	0	3	6	0	0	62	4	0	0	0	0	0	0	0	0	6	0	14	0	23	0	0	0	0	0	0	1	0	0	0	0	0
OTU1441	Sar	Stramenopiles	Bacillariophyta	Porosira-sp.	MH843681	96	Phototroph	21	87	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	20	0	0	3	0	0	3	0	0	5	2	0	4	0	0	4	0	0	10	0	0	6	3	0	0	1	1	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	6	0	0
OTU1442	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	95	Phototroph	29	153	5	0	0	1	0	0	0	0	0	2	0	0	5	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	2	0	0	20	0	0	7	0	0	4	0	0	9	3	0	0	0	0	5	0	0	0	0	0	1	8	0	0	25	6	0	0	5	0	0	7	0	0	0	1	0	8	0	0	0	6	0	0	0	0	7	0	2	0	1	0	0
OTU1448	Sar	Stramenopiles	Bacillariophyta	Navicula-sp.	MH017642	97	Phototroph	13	195	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	18	0	0	8	0	2	10	0	0	22	0	0	30	0	1	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU145	Sar	Stramenopiles	Bacillariophyta	Cylindrotheca-sp.-SMS41	MT489381	100	Phototroph	63	884	5	9	0	2	51	0	19	0	2	5	15	0	3	19	0	6	3	0	1	31	2	1	13	0	0	0	0	0	0	0	1	10	1	1	0	0	1	19	0	5	12	0	2	9	0	5	16	0	12	15	1	4	19	0	27	36	0	2	34	0	2	7	0	1	10	0	58	16	0	1	0	22	0	0	13	9	0	0	2	2	29	61	0	3	25	2	57	0	17	32	32	24	13	19	8	0
OTU1450	Sar	Stramenopiles	Bacillariophyta	Fragilariopsis-kerguelensis	LR782263	99	Phototroph	38	208	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	0	3	0	0	3	2	0	23	2	0	14	0	0	9	1	0	22	4	0	4	1	0	3	0	0	7	2	0	8	1	0	9	4	0	0	0	0	0	0	0	1	0	0	0	2	8	6	0	4	4	0	6	0	3	0	1	4	26	0	8	0
OTU1451	Sar	Stramenopiles	Bacillariophyta	Fragilariopsis-sp.	MN824024	96	Phototroph	22	133	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	0	3	10	0	1	13	0	0	4	0	0	0	0	0	6	0	0	1	0	0	1	0	6	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	1	0	11	0	7	0	12	0	1	1	0	0
OTU1452	Sar	Stramenopiles	Bacillariophyta	Porosira-sp.	MH843681	94	Phototroph	11	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	17	0	0	5	19	0	29	0	0	7	1	0	10	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1453	Sar	Stramenopiles	Bacillariophyta	Stellarima-microtrias	HQ912614	99	Phototroph	16	102	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0	4	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	40	0	0	0	21	0	0	0	0	0	0	3	0	0	0	0
OTU1454	Sar	Stramenopiles	Bacillariophyta	Chaetoceros-dichaeta	MK795713	99	Phototroph	20	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	16	0	0	8	1	0	20	0	0	18	0	0	14	3	0	9	1	0	2	0	0	1	0	0	12	1	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0
OTU1456	Sar	Stramenopiles	Bacillariophyta	Actinocyclus-sp.-1-MPA-2013	KC309522	97	Phototroph	14	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	10	0	0	73	0	0	40	3	0	7	0	0	12	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU1461	Sar	Stramenopiles	Bacillariophyta	Plagiogrammopsis-vanheurckii	MF001994	96	Phototroph	20	205	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	20	0	0	41	2	0	26	11	0	18	0	0	39	0	0	7	1	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	5	0	3	0	1
OTU1462	Sar	Stramenopiles	Bacillariophyta	Entomoneis-ornata	KX120693	97	Phototroph	19	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	1	0	6	0	0	5	0	0	1	0	0	0	17	0	5	11	1	0	0	6	0	0	1	3	0	0	0	0	15	5	0	1	12	0	6	0	0	0	2	0	0	0	0	0
OTU1463	Sar	Stramenopiles	Bacillariophyta	Porosira-sp.	MH843681	94	Phototroph	30	365	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	23	0	0	30	0	0	49	0	1	44	22	1	9	0	0	34	0	0	32	0	0	16	7	0	4	5	4	0	0	3	0	0	3	1	0	0	0	0	23	0	0	0	20	1	0	0	0	1	0	11	0	3	0	0
OTU1464	Sar	Stramenopiles	Bacillariophyta	Thalassiosira-sp.	MN528659	93	Phototroph	23	76	2	0	0	9	0	0	0	0	3	10	0	0	6	0	0	1	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1	0	3	0	0	0	1	0	0	0	0	7	0	7	0	4	0	0
OTU1465	Sar	Stramenopiles	Bacillariophyta	Fragilariopsis-sp.	MN824024	95	Phototroph	29	99	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	1	0	4	10	0	1	11	0	5	4	0	6	3	0	0	4	0	2	2	0	1	2	0	1	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	1	15	0	6	0
OTU1466	Sar	Stramenopiles	Bacillariophyta	Proboscia-sp.	KX253955	97	Phototroph	24	312	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	70	1	0	47	0	0	17	0	0	59	17	0	15	0	0	20	0	0	2	0	0	1	7	0	1	9	3	0	0	4	0	0	6	0	0	0	0	0	6	0	0	0	9	0	0	0	0	4	0	2	0	1	0	0
OTU1467	Sar	Stramenopiles	Bacillariophyta	Porosira-sp.	MH843681	96	Phototroph	20	207	0	0	0	19	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	8	0	0	5	0	0	9	0	0	10	0	0	3	0	0	20	0	0	18	0	0	5	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	6	0	0	0	10	0	0	0	0	0	0	21	0	56	0	0
OTU1469	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	94	Phototroph	23	68	2	0	0	2	0	0	0	0	8	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0	5	0	0	5	0	0	1	0	0	2	0	0	2	0	0	1	4	0	0	6	1	0	0	1	0	0	0	0	0	0	5	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU147	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	92	Phototroph	34	929	13	0	0	89	0	0	0	0	23	31	0	1	23	0	0	1	0	0	52	0	0	38	0	0	68	0	0	54	0	0	4	0	0	0	0	0	14	0	0	6	0	0	2	0	0	0	0	0	2	0	0	2	7	0	3	0	0	22	0	0	10	0	0	5	10	0	0	25	17	0	0	112	0	0	126	0	1	0	5	0	32	0	0	0	39	0	0	0	0	9	0	33	0	50	0	0
OTU1470	Sar	Stramenopiles	Bacillariophyta	Fragilariopsis-kerguelensis	LR782263	97	Phototroph	30	89	2	0	0	1	0	0	0	0	2	3	0	0	0	0	0	1	0	0	3	4	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0	0	3	0	0	2	0	0	2	0	0	6	0	0	1	0	0	2	0	0	2	0	0	1	0	0	0	1	0	0	5	3	0	0	4	0	0	3	0	0	0	1	0	8	0	0	0	8	0	0	0	0	10	0	2	0	1	0	0
OTU1472	Sar	Stramenopiles	Bacillariophyta	Gyrosigma-limosum	KY320348	95	Phototroph	31	176	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	7	0	0	1	5	0	10	10	0	35	2	0	11	3	0	29	7	0	12	2	0	5	3	0	3	0	0	1	2	0	3	2	3	0	0	0	0	0	0	1	0	0	0	0	0	6	0	4	0	0	1	0	0	0	0	0	1	0	0	0
OTU1473	Sar	Stramenopiles	Bacillariophyta	Navicula-phyllepta	AY485456	93	Phototroph	28	209	7	0	0	5	0	0	0	0	1	10	0	0	7	0	0	7	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	13	0	0	1	0	0	0	0	0	10	0	0	37	0	0	8	0	0	22	7	0	8	0	0	8	0	0	1	0	0	0	7	0	0	19	3	0	0	6	0	0	3	0	0	0	2	0	2	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0
OTU1474	Sar	Stramenopiles	Bacillariophyta	Chaetoceros-neogracilis	EU090012	99	Phototroph	25	105	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	23	0	1	12	0	1	19	0	0	4	0	1	8	0	1	11	0	0	1	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0
OTU1477	Sar	Stramenopiles	Bacillariophyta	Thalassiosira-sinica	MF405349	99	Phototroph	20	118	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	6	0	5	20	0	7	9	0	2	12	0	1	10	0	4	2	0	4	16	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1479	Sar	Stramenopiles	Bacillariophyta	Chaetoceros-neogracilis	EU090012	97	Phototroph	18	219	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	9	0	10	0	0	3	0	0	0	0	0	0	23	0	0	54	1	0	0	67	0	0	20	0	0	0	0	0	7	0	0	0	8	0	0	0	0	4	1	2	0	2	0	0
OTU1482	Sar	Stramenopiles	Bacillariophyta	Proboscia-sp.	KX253955	98	Phototroph	13	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	4	0	0	1	0	0	0	0	0	0	11	0	0	24	0	0	0	4	0	0	6	0	0	0	0	0	16	0	0	0	8	0	0	0	0	4	0	0	0	2	0	0
OTU1485	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	91	Phototroph	21	57	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	0	0	1	0	0	3	0	0	1	0	0	4	0	0	7	0	0	6	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	1	0	0	2	0	0	0	1	0	2	0	0	0	5	0	0	0	0	6	0	1	0	0	0	0
OTU1487	Sar	Stramenopiles	Bacillariophyta	Fragilariopsis-sp.	MN824024	93	Phototroph	27	157	0	1	0	0	16	0	0	0	0	0	2	0	0	2	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	11	0	0	10	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	18	0	0	7	0	0	0	0	0	9	0	0	0	1	0	14	0	19	0	0	16	0	6	0	6	0	2	0	1	0
OTU149	Sar	Stramenopiles	Bacillariophyta	Proboscia-sp.	KX253955	94	Phototroph	27	1041	0	0	0	13	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	17	0	0	38	0	1	205	0	0	64	0	0	34	0	0	62	51	0	39	0	0	65	0	0	61	0	0	48	39	0	0	8	10	0	0	19	0	0	70	0	0	0	0	0	60	0	0	0	83	0	0	0	0	1	0	18	0	28	0	0
OTU1490	Sar	Stramenopiles	Pelagophyceae	Aureococcus-anophagefferens	KY980308	97	Phototroph	22	117	0	3	0	0	5	0	0	0	0	0	7	0	0	0	0	0	1	0	0	7	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	2	0	0	7	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	2	2	27	0	13	0	0	1	0	3	0	15	0	0	0	0	0
OTU1496	Sar	Stramenopiles	Pelagophyceae	Aureococcus-anophagefferens	KY980308	97	Phototroph	34	202	0	2	12	0	1	3	0	1	0	0	6	9	0	3	10	0	0	15	0	2	14	0	3	13	0	2	2	0	0	28	0	3	1	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	10	15	16	0	3	3	4	0	0	3	0	0	0	0	0
OTU1505	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	94	Phototroph	33	153	5	0	0	2	0	0	0	0	2	2	0	0	1	0	0	4	0	0	0	8	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	1	0	0	0	0	0	13	0	0	5	7	0	3	0	0	6	0	0	1	0	0	2	7	0	0	4	3	0	0	6	0	0	5	2	0	0	0	0	24	0	0	0	19	0	0	0	2	2	2	3	2	0	0	0
OTU1508	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	95	Phototroph	25	124	3	0	0	0	0	0	0	0	9	1	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	4	0	0	6	0	0	6	0	0	11	3	0	3	0	0	10	0	0	2	0	0	2	15	0	0	6	4	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0
OTU1510	Sar	Stramenopiles	Pelagophyceae	Pelagomonas-calceolata	EF455763	91	Phototroph	30	175	0	4	7	0	8	7	0	0	0	0	1	1	0	6	14	0	0	0	0	4	27	0	4	15	0	3	4	0	0	0	0	12	9	0	0	1	0	0	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	3	0	0	0	0	3	2	2	0	8	3	9	0	0	0	0	0	0	0	1
OTU1514	Sar	Stramenopiles	Bacillariophyta	Fragilariopsis-sp.	MN824024	99	Phototroph	16	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2	0	0	8	0	1	7	0	1	7	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	15	0	2	0	0	5	0	8	0	9	0	1	0	0	0
OTU153	Sar	Stramenopiles	Bacillariophyta	Corethron-inerme	AJ535180	95	Phototroph	30	1073	28	0	0	9	0	0	0	0	4	21	0	0	3	0	0	5	0	0	3	0	0	2	0	0	3	0	0	0	0	0	13	0	0	10	0	0	4	0	0	3	0	0	2	0	0	0	0	0	3	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	40	0	0	303	6	0	0	247	0	0	129	0	0	0	2	0	55	0	0	0	94	0	0	0	1	45	1	9	0	20	0	0
